ID,Source_Sura,Source_Verse,target_sura,Target_verse,common_roots,relevance_degree
1923,6,114,10,94,8,2
1924,6,115,7,157,0,1
1925,6,116,12,103,1,2
1926,6,116,37,71,2,2
1927,6,120,7,33,4,2
1928,6,121,5,4,3,2
1929,6,121,5,5,0,1
1930,6,121,6,112,2,2
1931,6,121,6,118,3,2
1932,6,121,6,145,2,2
1933,6,121,9,31,1,2
1934,6,122,2,257,4,2
1935,6,122,6,1,4,1
1936,6,122,11,24,1,2
1937,6,122,35,19,0,2
1938,6,122,35,20,2,2
1939,6,122,35,21,0,1
1940,6,122,35,22,2,2
1941,6,122,35,23,0,1
1942,6,122,67,22,1,2
1943,6,123,16,25,0,2
1944,6,123,17,16,1,2
1945,6,123,25,31,3,2
1946,6,123,29,13,0,1
1947,6,123,34,31,1,1
1948,6,123,34,32,2,2
1949,6,123,34,33,4,2
1950,6,123,34,34,1,2
1951,6,123,34,35,0,2
1952,6,123,43,23,1,2
1953,6,123,71,22,3,1
1954,6,124,6,10,3,1
1955,6,124,18,49,3,1
1956,6,124,21,36,0,1
1957,6,124,25,21,1,1
1958,6,124,25,41,2,1
1959,6,124,40,60,1,1
1960,6,124,43,31,1,1
1961,6,124,43,32,0,1
1962,6,124,86,9,0,0
1963,6,125,22,78,5,1
1964,6,125,39,22,5,2
1965,6,125,49,7,1,1
1966,6,128,11,107,4,2
1967,6,128,36,60,0,1
1968,6,128,36,61,0,1
1969,6,128,36,62,1,1
1970,6,129,43,36,0,1
1971,6,130,4,163,1,0
1972,6,130,4,165,4,1
1973,6,130,12,109,2,1
1974,6,130,25,20,2,1
1975,6,130,29,27,2,0
1976,6,130,46,29,3,1
1977,6,130,46,30,1,1
1978,6,130,46,31,0,1
1979,6,130,46,32,0,1
1980,6,130,55,19,1,0
1981,6,130,55,20,0,0
1982,6,130,55,22,0,0
1983,6,130,55,31,1,1
1984,6,130,55,32,1,1
1985,6,131,5,19,1,1
1986,6,131,16,36,1,1
1987,6,131,17,15,1,2
1988,6,131,35,24,0,1
1989,6,131,67,8,0,1
1990,6,131,67,9,0,1
1991,6,132,7,38,2,1
1992,6,132,16,88,0,2
1993,6,133,2,143,1,1
1994,6,133,4,133,4,2
1995,6,133,35,15,1,1
1996,6,133,35,16,3,2
1997,6,133,35,17,0,1
1998,6,133,47,38,2,2
1999,6,135,11,121,5,2
2000,6,135,11,122,0,1
2001,6,135,14,13,2,2
2002,6,135,14,14,1,1
2003,6,135,21,105,0,2
2004,6,135,24,55,2,2
2005,6,135,40,51,1,2
2006,6,135,40,52,2,1
2007,6,135,58,21,0,2
2008,6,136,16,57,1,1
2009,6,136,43,15,1,1
2010,6,136,53,21,0,1
2011,6,136,53,22,0,1
2012,6,137,16,58,0,1
2013,6,137,16,59,0,2
2014,6,137,81,8,0,2
2015,6,137,81,9,1,1
2016,6,138,5,103,2,2
2017,6,138,10,59,4,1
2018,6,139,16,116,3,1
2019,6,139,16,117,0,0
2020,6,140,10,69,1,1
2021,6,140,10,70,1,0
2022,6,141,7,31,5,1
2023,6,141,68,17,1,1
2024,6,141,68,18,0,1
2025,6,141,68,19,0,1
2026,6,141,68,20,0,0
2027,6,141,68,21,0,0
2028,6,141,68,22,0,0
2029,6,141,68,23,0,0
2030,6,141,68,24,1,0
2031,6,141,68,25,0,0
2032,6,141,68,26,0,0
2033,6,141,68,27,0,0
2034,6,141,68,28,0,0
2035,6,141,68,29,0,0
2036,6,141,68,30,0,0
2037,6,141,68,31,0,0
2038,6,141,68,32,0,0
2039,6,141,68,33,0,0
2040,6,142,7,27,1,1
2041,6,142,16,66,2,1
2042,6,142,16,67,1,1
2043,6,142,16,80,1,1
2044,6,142,18,50,1,2
2045,6,142,35,6,2,2
2046,6,142,36,71,1,1
2047,6,142,36,72,1,2
2048,6,142,40,79,2,2
2049,6,142,40,80,1,2
2050,6,142,40,81,0,0
2051,6,143,6,139,6,1
2052,6,143,39,6,2,2
2053,6,146,4,160,3,2
2054,6,147,6,165,2,2
2055,6,147,13,6,2,2
2056,6,147,15,49,1,2
2057,6,147,15,50,0,2
2058,6,147,40,3,1,2
2059,6,147,85,12,1,2
2060,6,147,85,13,0,1
2061,6,147,85,14,0,2
2062,6,148,6,107,4,2
2063,6,148,43,20,6,2
2064,6,149,6,35,3,2
2065,6,149,10,99,2,2
2066,6,149,11,118,1,2
2067,6,149,11,119,1,1
2068,6,151,2,83,5,2
2069,6,151,4,116,2,2
2070,6,151,6,120,2,1
2071,6,151,7,33,9,1
2072,6,151,17,23,5,2
2073,6,151,17,31,6,2
2074,6,151,25,68,6,2
2075,6,151,31,14,3,2
2076,6,151,31,15,1,2
2077,6,152,2,220,2,2
2078,6,152,4,10,2,2
2079,6,152,4,135,6,2
2080,6,152,83,1,0,2
2081,6,152,83,2,3,2
2082,6,152,83,3,2,2
2083,6,152,83,4,0,0
2084,6,152,83,5,0,0
2085,6,152,83,6,0,0
2086,6,153,2,257,0,1
2087,6,153,6,151,1,1
2088,6,153,42,13,3,1
2089,6,154,2,124,2,0
2090,6,154,6,91,3,2
2091,6,154,6,151,3,0
2092,6,154,6,153,0,1
2093,6,154,7,144,1,1
2094,6,154,7,145,5,2
2095,6,154,9,69,0,0
2096,6,154,28,48,2,1
2097,6,154,32,24,1,1
2098,6,154,46,12,3,2
2099,6,154,46,30,2,2
2100,6,154,55,60,1,0
2101,6,156,28,47,2,1
2102,6,157,6,26,0,2
2103,6,157,16,88,3,2
2104,6,157,35,42,5,1
2105,6,157,75,31,0,1
2106,6,157,75,32,1,1
2107,6,158,40,84,5,1
2108,6,158,40,85,5,2
2109,6,158,47,18,7,2
2110,6,159,42,13,3,2
2111,6,160,27,89,3,2
2112,6,161,2,130,1,2
2113,6,161,16,120,3,2
2114,6,161,16,121,4,1
2115,6,161,16,122,0,1
2116,6,161,16,123,4,2
2117,6,161,22,78,5,2
2118,6,162,108,2,2,2
2119,6,163,2,130,0,1
2120,6,163,2,131,1,1
2121,6,163,2,132,1,1
2122,6,163,5,44,1,1
2123,6,163,5,111,1,1
2124,6,163,6,79,1,2
2125,6,163,10,72,2,2
2126,6,163,10,84,1,2
2127,6,163,10,85,0,1
2128,6,163,10,86,0,0
2129,6,163,12,101,2,1
2130,6,163,21,25,0,1
2131,6,164,1,5,0,1
2132,6,164,11,123,6,1
2133,6,164,20,112,0,1
2134,6,164,34,25,1,1
2135,6,164,34,26,4,1
2136,6,164,35,18,10,2
2137,6,164,52,21,4,1
2138,6,164,67,29,1,1
2139,6,164,73,9,3,1
2140,6,164,74,38,4,1
2141,6,164,74,39,0,1
2142,6,165,2,30,4,1
2143,6,165,7,129,4,2
2144,6,165,13,6,3,2
2145,6,165,15,49,2,2
2146,6,165,15,50,0,2
2147,6,165,17,21,3,2
2148,6,165,27,62,3,2
2149,6,165,43,32,7,2
2150,6,165,43,60,3,2
2151,7,3,6,116,2,1
2152,7,3,12,103,0,1
2153,7,3,12,106,0,1
2154,7,4,6,10,0,1
2155,7,4,7,97,3,2
2156,7,4,7,98,2,2
2157,7,4,16,45,0,2
2158,7,4,16,46,0,2
2159,7,4,16,47,0,2
2160,7,4,22,45,2,2
2161,7,4,28,58,2,2
2162,7,5,21,11,3,1
2163,7,5,21,12,1,2
2164,7,5,21,13,0,1
2165,7,5,21,14,4,2
2166,7,5,21,15,1,1
2167,7,6,5,109,2,2
2168,7,6,28,65,2,2
2169,7,7,6,59,2,1
2170,7,8,23,101,0,1
2171,7,8,23,102,4,2
2172,7,8,23,103,2,2
2173,7,8,101,6,3,2
2174,7,8,101,7,0,2
2175,7,8,101,8,2,2
2176,7,8,101,9,0,2
2177,7,8,101,10,0,0
2178,7,8,101,11,0,0
2179,7,9,4,40,2,1
2180,7,9,18,105,2,1
2181,7,9,21,47,4,2
2182,7,10,14,34,0,1
2183,7,11,2,57,1,0
2184,7,11,15,28,3,2
2185,7,11,15,29,3,2
2186,7,11,15,30,4,2
2187,7,11,23,12,1,2
2188,7,11,23,13,0,2
2189,7,12,7,11,5,2
2190,7,12,38,72,1,2
2191,7,17,34,20,0,2
2192,7,17,34,21,0,2
2193,7,18,17,63,2,2
2194,7,18,17,64,0,2
2195,7,18,17,65,0,2
2196,7,20,4,176,3,0
2197,7,20,16,15,0,0
2198,7,20,20,120,6,2
2199,7,22,7,21,0,2
2200,7,22,7,27,3,2
2201,7,24,20,123,5,2
2202,7,25,20,55,1,2
2203,7,27,18,50,2,2
2204,7,29,21,104,2,2
2205,7,30,20,50,2,1
2206,7,30,30,30,0,1
2207,7,30,64,2,0,2
2208,7,30,87,3,2,1
2209,7,33,22,30,4,1
2210,7,33,22,31,2,1
2211,7,37,10,69,5,2
2212,7,37,10,70,3,1
2213,7,37,31,23,1,1
2214,7,37,31,24,0,1
2215,7,38,2,166,1,2
2216,7,38,2,167,5,2
2217,7,38,16,25,2,2
2218,7,38,16,88,1,2
2219,7,38,29,13,0,2
2220,7,38,29,25,6,2
2221,7,38,33,66,5,1
2222,7,38,33,67,5,1
2223,7,38,33,68,6,2
2224,7,39,34,31,3,1
2225,7,39,34,32,3,2
2226,7,39,34,33,4,2
2227,7,40,22,31,1,2
2228,7,43,39,73,4,1
2229,7,44,37,55,0,1
2230,7,44,37,56,1,1
2231,7,44,37,57,2,1
2232,7,44,37,58,0,1
2233,7,44,37,59,0,1
2234,7,44,52,14,1,1
2235,7,44,52,15,0,1
2236,7,44,52,16,0,1
2237,7,46,57,13,1,1
2238,7,47,23,102,0,0
2239,7,47,23,103,0,0
2240,7,47,66,8,4,1
2241,7,51,9,67,2,2
2242,7,51,20,52,2,1
2243,7,51,20,126,5,2
2244,7,51,45,34,5,2
2245,7,52,4,166,1,1
2246,7,52,7,2,2,1
2247,7,52,11,1,2,2
2248,7,52,17,15,1,1
2249,7,53,6,27,5,2
2250,7,53,6,28,4,1
2251,7,54,25,61,3,2
2252,7,54,36,37,2,2
2253,7,54,36,38,2,2
2254,7,54,36,39,1,2
2255,7,54,36,40,4,2
2256,7,54,42,11,2,1
2257,7,55,7,205,2,2
2258,7,55,19,3,2,2
2259,7,56,7,156,2,2
2260,7,56,7,157,0,1
2261,7,57,30,46,4,2
2262,7,57,30,50,4,2
2263,7,57,36,33,4,2
2264,7,57,42,28,2,2
2265,7,58,3,37,2,0
2266,7,60,46,11,1,1
2267,7,60,83,32,3,1
2268,7,64,29,15,2,2
2269,7,64,40,51,1,1
2270,7,64,40,52,0,0
2271,7,64,71,25,1,2
2272,7,65,41,15,2,2
2273,7,65,89,6,0,2
2274,7,65,89,7,0,1
2275,7,65,89,8,0,1
2276,7,66,38,5,0,1
2277,7,69,2,247,2,1
2278,7,70,8,32,4,1
2279,7,72,11,53,1,1
2280,7,72,11,54,0,1
2281,7,72,11,55,0,1
2282,7,72,11,56,0,1
2283,7,72,11,58,4,1
2284,7,72,26,128,1,1
2285,7,72,26,129,0,1
2286,7,72,26,130,0,1
2287,7,72,26,131,0,1
2288,7,72,46,24,0,1
2289,7,72,46,25,0,1
2290,7,72,69,6,0,1
2291,7,72,69,7,0,1
2292,7,72,69,8,0,1
2293,7,73,16,36,2,1
2294,7,73,21,25,2,1
2295,7,73,26,155,2,1
2296,7,73,54,28,1,1
2297,7,77,11,65,3,1
2298,7,77,17,59,3,2
2299,7,77,27,48,2,1
2300,7,77,27,49,1,1
2301,7,77,27,50,0,1
2302,7,77,27,51,1,1
2303,7,77,27,52,0,1
2304,7,77,91,14,2,1
2305,7,81,11,79,0,1
2306,7,81,15,71,0,1
2307,7,83,51,35,1,1
2308,7,83,51,36,0,1
2309,7,84,11,82,2,1
2310,7,84,11,83,0,1
2311,7,85,28,23,2,1
2312,7,85,83,1,0,1
2313,7,85,83,2,3,1
2314,7,85,83,3,2,1
2315,7,85,83,4,0,1
2316,7,85,83,5,0,1
2317,7,85,83,6,3,1
2318,7,91,11,87,0,1
2319,7,91,11,94,4,1
2320,7,91,26,187,0,2
2321,7,91,26,189,1,2
2322,7,96,10,98,3,1
2323,7,96,34,34,1,1
2324,7,96,37,147,0,1
2325,7,96,37,148,1,1
2326,7,100,6,6,3,2
2327,7,100,6,10,0,1
2328,7,100,14,44,0,2
2329,7,100,14,45,0,2
2330,7,100,19,98,1,2
2331,7,100,20,128,1,2
2332,7,100,22,45,0,2
2333,7,100,22,46,3,2
2334,7,100,32,26,2,2
2335,7,100,34,45,0,2
2336,7,100,46,25,1,1
2337,7,100,46,26,2,1
2338,7,100,46,27,0,1
2339,7,100,67,18,0,1
2340,7,101,6,28,3,1
2341,7,101,6,110,2,1
2342,7,101,6,111,3,1
2343,7,101,11,100,3,1
2344,7,101,11,101,1,1
2345,7,101,16,36,3,1
2346,7,101,17,15,2,1
2347,7,101,21,25,2,1
2348,7,101,43,45,2,1
2349,7,103,27,14,5,1
2350,7,108,26,18,0,0
2351,7,108,27,12,2,2
2352,7,110,28,6,1,1
2353,7,111,20,57,1,1
2354,7,111,20,58,0,1
2355,7,111,20,59,2,1
2356,7,111,20,60,0,1
2357,7,115,20,65,4,2
2358,7,116,20,65,3,1
2359,7,116,20,66,5,2
2360,7,116,20,67,0,1
2361,7,116,20,68,1,1
2362,7,116,20,69,4,1
2363,7,123,20,71,5,2
2364,7,123,43,54,0,1
2365,7,123,79,24,1,1
2366,7,124,20,71,5,2
2367,7,126,20,72,1,2
2368,7,126,20,73,3,2
2369,7,126,20,74,2,1
2370,7,126,20,75,1,1
2371,7,133,5,96,0,1
2372,7,133,6,38,0,1
2373,7,133,68,19,1,1
2374,7,133,68,20,0,1
2375,7,137,28,5,3,2
2376,7,137,28,6,4,1
2377,7,137,44,25,0,1
2378,7,137,44,26,2,1
2379,7,137,44,27,3,1
2380,7,137,44,28,3,2
2381,7,142,5,3,2,0
2382,7,142,20,80,1,1
2383,7,143,6,103,0,2
2384,7,143,39,68,3,1
2385,7,143,75,22,0,1
2386,7,143,75,23,5,1
2387,7,143,75,24,0,1
2388,7,143,83,15,3,1
2389,7,145,28,43,1,1
2390,7,146,6,110,1,2
2391,7,146,10,96,2,2
2392,7,146,10,97,7,2
2393,7,146,61,5,0,1
2394,7,148,20,85,2,2
2395,7,148,20,88,3,2
2396,7,148,20,89,1,1
2397,7,150,20,90,7,2
2398,7,150,20,92,2,1
2399,7,150,20,93,1,1
2400,7,150,20,94,5,2
2401,7,152,2,54,2,1
2402,7,156,6,54,6,2
2403,7,156,7,155,4,1
2404,7,156,40,7,8,1
2405,7,157,2,104,1,1
2406,7,157,2,286,2,1
2407,7,157,16,36,3,1
2408,7,158,3,20,4,1
2409,7,158,6,19,2,1
2410,7,158,11,17,4,1
2411,7,159,2,121,1,2
2412,7,159,3,113,2,2
2413,7,159,3,199,0,2
2414,7,159,17,104,0,1
2415,7,159,17,107,0,2
2416,7,159,17,108,0,1
2417,7,159,17,109,0,1
2418,7,159,28,52,0,2
2419,7,159,28,53,1,1
2420,7,159,28,54,0,1
2421,7,163,2,65,6,2
2422,7,166,7,163,1,2
2423,7,168,17,104,1,1
2424,7,168,72,11,2,1
2425,7,169,3,187,7,1
2426,7,169,19,59,3,2
2427,7,171,4,154,2,2
2428,7,171,17,51,0,0
2429,7,172,6,130,7,1
2430,7,172,6,133,4,1
2431,7,172,6,165,2,1
2432,7,172,7,102,0,1
2433,7,172,9,17,4,1
2434,7,172,14,34,0,1
2435,7,172,27,62,0,1
2436,7,172,30,30,1,1
2437,7,172,33,7,2,1
2438,7,172,53,56,0,1
2439,7,172,100,7,2,1
2440,7,176,2,6,0,1
2441,7,176,5,26,2,1
2442,7,176,9,80,1,1
2443,7,179,2,18,0,2
2444,7,179,2,171,1,2
2445,7,179,8,23,1,2
2446,7,179,22,46,4,2
2447,7,179,43,36,0,1
2448,7,179,43,37,0,1
2449,7,179,46,26,2,2
2450,7,181,7,159,4,2
2451,7,182,6,44,0,1
2452,7,182,6,45,1,1
2453,7,184,34,46,5,2
2454,7,184,81,22,2,2
2455,7,186,5,41,0,2
2456,7,186,10,101,0,1
2457,7,187,21,38,2,2
2458,7,187,31,34,7,2
2459,7,187,33,63,11,2
2460,7,187,42,18,4,2
2461,7,187,79,42,4,2
2462,7,188,19,97,3,1
2463,7,188,72,26,2,2
2464,7,188,72,27,0,1
2465,7,189,4,1,6,2
2466,7,189,30,21,5,2
2467,7,189,49,13,2,2
2468,7,191,22,73,3,2
2469,7,191,22,74,0,1
2470,7,191,37,95,0,1
2471,7,191,37,96,2,1
2472,7,192,21,58,0,1
2473,7,192,37,93,0,1
2474,7,193,19,42,0,2
2475,7,196,11,54,0,1
2476,7,196,11,55,0,1
2477,7,196,11,56,0,1
2478,7,196,26,75,0,1
2479,7,196,26,76,0,1
2480,7,196,26,77,0,2
2481,7,196,26,78,0,1
2482,7,196,26,79,0,1
2483,7,196,26,80,0,1
2484,7,196,43,26,0,1
2485,7,196,43,27,0,2
2486,7,196,43,28,0,1
2487,7,198,35,14,2,2
2488,7,199,17,53,0,2
2489,7,199,23,96,0,2
2490,7,199,23,97,0,1
2491,7,199,23,98,0,1
2492,7,199,41,34,0,2
2493,7,199,41,35,0,1
2494,7,199,41,36,0,1
2495,7,202,17,27,1,1
2496,7,202,19,83,0,2
2497,7,202,55,46,0,1
2498,7,203,26,4,1,1
2499,7,204,41,26,3,1
2500,7,205,2,186,0,2
2501,7,205,17,110,2,2
2502,7,205,50,39,2,2
2503,8,1,5,90,1,1
2504,8,1,8,41,5,2
2505,8,1,29,8,2,1
2506,8,2,3,135,1,1
2507,8,2,9,124,4,2
2508,8,2,79,40,1,1
2509,8,2,79,41,0,1
2510,8,4,3,163,2,1
2511,8,5,2,216,1,2
2512,8,5,5,24,1,1
2513,8,9,2,211,0,1
2514,8,9,3,165,0,1
2515,8,9,8,67,0,1
2516,8,9,8,68,0,1
2517,8,9,54,45,0,1
2518,8,10,3,140,0,1
2519,8,10,3,141,0,1
2520,8,10,9,14,1,2
2521,8,10,9,15,2,1
2522,8,10,28,43,0,1
2523,8,10,40,51,1,2
2524,8,10,40,52,0,0
2525,8,10,47,4,1,1
2526,8,10,47,5,0,1
2527,8,10,47,6,0,1
2528,8,11,3,154,5,2
2529,8,11,54,45,0,1
2530,8,11,76,21,1,0
2531,8,11,94,5,0,1
2532,8,11,94,6,0,1
2533,8,14,36,69,0,0
2534,8,14,47,4,1,1
2535,8,14,76,21,0,0
2536,8,16,3,155,1,1
2537,8,16,9,25,2,1
2538,8,16,9,27,0,0
2539,8,17,2,249,3,1
2540,8,17,3,123,0,1
2541,8,17,9,25,0,1
2542,8,19,8,32,0,2
2543,8,19,17,8,2,1
2544,8,22,2,171,3,2
2545,8,22,7,179,0,2
2546,8,24,1,2,1,0
2547,8,24,50,16,1,1
2548,8,28,64,15,1,2
2549,8,28,21,35,1,1
2550,8,28,63,9,2,2
2551,8,28,64,14,1,2
2552,8,28,64,15,6,2
2553,8,29,57,28,4,2
2554,8,30,17,76,1,2
2555,8,30,36,1,0,0
2556,8,30,36,2,0,0
2557,8,30,36,9,0,1
2558,8,30,52,30,0,2
2559,8,31,25,5,4,2
2560,8,31,25,6,2,0
2561,8,32,26,187,2,2
2562,8,32,29,53,3,2
2563,8,32,38,16,1,2
2564,8,32,70,1,1,2
2565,8,32,70,2,0,0
2566,8,32,70,3,0,0
2567,8,33,6,94,2,1
2568,8,33,8,34,4,1
2569,8,33,38,16,0,0
2570,8,33,70,1,2,0
2571,8,33,70,2,0,0
2572,8,34,2,217,3,1
2573,8,34,8,33,2,1
2574,8,34,9,17,2,2
2575,8,34,9,18,2,2
2576,8,34,48,25,5,2
2577,8,37,3,142,0,1
2578,8,37,3,166,1,1
2579,8,37,3,167,0,1
2580,8,37,3,179,4,2
2581,8,37,10,28,1,1
2582,8,37,24,43,3,1
2583,8,37,30,14,0,2
2584,8,37,30,43,0,1
2585,8,37,36,59,1,2
2586,8,39,2,193,6,2
2587,8,39,4,93,1,1
2588,8,39,9,5,2,2
2589,8,39,9,11,1,1
2590,8,39,49,9,1,2
2591,8,41,3,161,4,1
2592,8,41,59,7,8,2
2593,8,42,6,122,2,0
2594,8,44,3,13,5,2
2595,8,48,4,120,1,2
2596,8,48,7,123,2,0
2597,8,48,14,22,3,2
2598,8,48,20,71,3,0
2599,8,48,59,16,6,2
2600,8,50,6,93,3,2
2601,8,53,13,11,4,2
2602,8,59,3,196,1,2
2603,8,59,3,197,0,1
2604,8,59,24,57,3,2
2605,8,59,29,4,2,2
2606,8,60,2,261,5,2
2607,8,60,9,101,3,2
2608,8,60,99,7,0,0
2609,8,60,99,8,0,0
2610,8,61,9,29,0,1
2611,8,63,3,103,9,2
2612,8,67,5,118,2,0
2613,8,67,10,88,1,0
2614,8,67,14,36,0,0
2615,8,67,71,26,1,0
2616,8,72,9,100,6,1
2617,8,72,9,117,6,1
2618,8,72,59,8,7,1
2619,8,72,59,9,6,1
2620,8,75,9,100,2,1
2621,8,75,59,10,3,1
2622,9,2,9,4,0,1
2623,9,5,2,191,3,2
2624,9,5,9,2,1,1
2625,9,5,9,11,5,2
2626,9,5,9,29,3,2
2627,9,5,9,36,5,2
2628,9,5,9,73,0,1
2629,9,5,47,4,2,2
2630,9,5,49,9,1,1
2631,9,7,48,25,2,1
2632,9,8,9,10,3,1
2633,9,11,9,5,6,1
2634,9,13,8,30,2,2
2635,9,13,17,76,1,2
2636,9,13,60,1,5,2
2637,9,16,3,142,3,2
2638,9,16,3,179,2,2
2639,9,16,29,1,0,0
2640,9,16,29,2,3,2
2641,9,16,29,3,1,2
2642,9,17,8,34,2,2
2643,9,18,17,79,2,1
2644,9,19,23,66,0,0
2645,9,19,23,67,0,0
2646,9,23,58,22,4,2
2647,9,32,57,20,1,0
2648,9,34,5,63,2,2
2649,9,34,5,82,3,2
2650,9,35,9,103,0,1
2651,9,35,44,48,0,2
2652,9,35,44,49,1,1
2653,9,35,111,5,0,1
2654,9,36,2,191,4,2
2655,9,36,2,194,6,1
2656,9,36,5,2,5,1
2657,9,36,9,5,7,1
2658,9,36,9,37,3,1
2659,9,36,22,25,2,1
2660,9,37,9,3,3,1
2661,9,39,9,120,0,1
2662,9,39,9,122,3,1
2663,9,41,2,216,2,2
2664,9,41,9,91,1,1
2665,9,41,9,122,2,2
2666,9,43,24,62,1,1
2667,9,47,4,66,1,1
2668,9,47,4,67,0,0
2669,9,47,4,68,0,0
2670,9,47,6,28,0,1
2671,9,47,8,23,2,1
2672,9,55,20,131,2,2
2673,9,55,23,55,1,2
2674,9,55,23,56,0,2
2675,9,60,37,39,1,0
2676,9,64,47,29,2,2
2677,9,64,47,30,1,2
2678,9,64,58,8,1,1
2679,9,67,45,34,2,2
2680,9,70,53,53,1,1
2681,9,71,3,104,4,2
2682,9,73,9,5,0,2
2683,9,73,9,29,0,2
2684,9,73,49,9,0,1
2685,9,74,63,8,3,1
2686,9,74,85,8,1,2
2687,9,75,9,103,1,1
2688,9,80,63,6,7,2
2689,9,81,4,56,2,2
2690,9,81,22,19,1,2
2691,9,81,22,20,0,2
2692,9,81,22,21,0,1
2693,9,81,22,22,0,2
2694,9,81,66,6,3,2
2695,9,81,70,15,0,2
2696,9,81,70,16,0,2
2697,9,82,43,77,0,1
2698,9,83,6,110,2,1
2699,9,83,48,15,2,2
2700,9,84,9,80,4,1
2701,9,87,33,19,1,1
2702,9,87,47,20,1,1
2703,9,87,47,21,1,1
2704,9,87,47,22,0,0
2705,9,93,9,1,0,0
2706,9,97,12,109,1,0
2707,9,100,8,75,2,2
2708,9,100,59,10,1,2
2709,9,100,62,3,0,2
2710,9,101,9,74,2,2
2711,9,101,9,85,2,2
2712,9,101,11,86,0,0
2713,9,101,26,112,2,1
2714,9,101,47,30,2,2
2715,9,104,2,276,1,2
2716,9,105,69,18,0,1
2717,9,105,86,9,0,1
2718,9,105,100,10,0,1
2719,9,106,9,117,1,1
2720,9,106,9,118,1,1
2721,9,108,9,109,4,1
2722,9,111,4,87,0,2
2723,9,111,4,122,4,2
2724,9,112,66,5,4,2
2725,9,113,28,56,0,1
2726,9,114,4,18,0,1
2727,9,114,19,46,0,2
2728,9,114,19,47,2,2
2729,9,115,41,17,2,2
2730,9,118,9,95,0,1
2731,9,118,9,96,0,1
2732,9,120,18,30,5,1
2733,9,122,9,41,3,2
2734,9,122,9,120,1,1
2735,9,122,42,16,0,1
2736,9,123,5,54,3,1
2737,9,123,9,73,2,2
2738,9,123,48,29,4,2
2739,9,125,17,82,1,1
2740,9,125,41,44,0,2
2741,9,127,61,5,2,2
2742,9,127,70,36,0,1
2743,9,127,70,37,0,1
2744,9,127,74,49,0,1
2745,9,127,74,50,0,1
2746,9,127,74,51,0,1
2747,9,128,2,129,2,2
2748,9,128,3,164,3,2
2749,9,128,26,215,1,2
2750,9,128,26,216,0,1
2751,9,128,26,217,2,1
2752,9,129,9,127,0,1
2753,9,129,73,9,3,1
2754,10,2,7,63,4,2
2755,10,2,18,2,3,2
2756,10,2,18,3,0,1
2757,10,2,38,5,1,1
2758,10,2,64,6,5,1
2759,10,3,2,255,4,1
2760,10,3,6,59,1,1
2761,10,3,11,6,1,1
2762,10,3,23,86,4,1
2763,10,3,23,87,0,1
2764,10,3,34,3,4,1
2765,10,3,34,23,4,2
2766,10,3,43,87,1,1
2767,10,3,53,26,4,1
2768,10,4,30,27,3,2
2769,10,4,38,57,1,2
2770,10,4,38,58,0,1
2771,10,4,55,43,0,1
2772,10,4,55,44,1,2
2773,10,4,56,42,1,2
2774,10,4,56,43,1,1
2775,10,5,6,96,7,2
2776,10,5,23,115,2,1
2777,10,5,23,116,1,1
2778,10,5,36,39,3,2
2779,10,5,36,40,2,2
2780,10,5,38,27,2,1
2781,10,6,3,190,7,2
2782,10,6,6,96,1,2
2783,10,6,7,54,5,2
2784,10,6,10,101,4,2
2785,10,6,12,105,3,2
2786,10,6,34,9,4,1
2787,10,6,36,40,2,2
2788,10,10,6,1,2,1
2789,10,10,13,23,0,2
2790,10,10,13,24,1,1
2791,10,10,18,1,1,1
2792,10,10,33,44,2,2
2793,10,10,36,58,2,2
2794,10,10,56,25,0,2
2795,10,10,56,26,1,2
2796,10,11,17,11,5,2
2797,10,12,11,11,1,1
2798,10,12,41,51,6,2
2799,10,17,2,255,0,1
2800,10,17,6,21,6,2
2801,10,17,6,93,5,2
2802,10,17,103,1,0,1
2803,10,17,103,2,0,1
2804,10,17,103,3,0,1
2805,10,19,8,42,5,1
2806,10,20,6,7,3,1
2807,10,20,6,111,1,2
2808,10,20,10,96,1,2
2809,10,20,10,97,1,2
2810,10,20,15,14,0,2
2811,10,20,15,15,2,2
2812,10,20,17,59,1,2
2813,10,20,25,10,0,1
2814,10,20,52,44,2,2
2815,10,21,10,12,3,2
2816,10,22,17,67,7,2
2817,10,23,10,12,3,2
2818,10,24,11,94,2,1
2819,10,24,11,95,1,1
2820,10,24,18,45,11,2
2821,10,26,55,60,2,2
2822,10,26,76,11,0,2
2823,10,27,3,106,1,2
2824,10,27,3,107,2,1
2825,10,27,14,42,1,1
2826,10,27,14,43,0,2
2827,10,27,14,44,1,1
2828,10,27,42,45,2,2
2829,10,27,75,10,0,1
2830,10,27,75,11,0,1
2831,10,27,75,12,0,1
2832,10,27,80,38,1,1
2833,10,27,80,39,0,1
2834,10,27,80,40,1,2
2835,10,27,80,41,1,2
2836,10,27,80,42,0,1
2837,10,28,2,166,0,2
2838,10,28,18,47,2,2
2839,10,28,19,82,3,2
2840,10,28,30,14,1,2
2841,10,28,30,43,1,2
2842,10,28,36,59,1,2
2843,10,28,46,5,1,2
2844,10,28,46,6,4,2
2845,10,29,16,36,2,1
2846,10,29,43,45,1,1
2847,10,30,17,13,1,1
2848,10,30,17,14,1,1
2849,10,30,75,13,0,2
2850,10,30,86,9,1,2
2851,10,31,6,46,5,2
2852,10,31,55,29,2,1
